id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
16755,Women,Accessories,Bags,Clutches,Maroon,Winter,2015.0,Casual,Spice Art Women Cherry Maroon Clutch
36989,Women,Accessories,Bags,Clutches,Maroon,Summer,2012.0,Casual,Lino Perros Women Maroon Clutch
15370,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011.0,Casual,Urban Yoga Women Solid Pink Sweatshirts
23145,Women,Apparel,Topwear,Sweatshirts,Off White,Fall,2011.0,Casual,Quechua Women  Fleece Off-White Sweatshirt
19324,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Casual,Myntra Men Solid Maroon Sweatshirt
11402,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Winter Black Sweatshirts
16442,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Levis Men Printed Black Sweatshirts
23119,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Quechua Men Warm Fleece Grey Sweatshirt
49239,Men,Accessories,Headwear,Caps,White,Fall,2012.0,Casual,Arrow Men White Cap
34795,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Hat
19969,Men,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Cap
1581,Unisex,Accessories,Headwear,Caps,Pink,Summer,2011.0,Sports,Nabaiji Unisex Silicone Swimming Cap
21438,Women,Accessories,Headwear,Caps,Blue,Winter,2012.0,Casual,Roxy Women Mellow Beanie Blue Cap
40766,Men,Accessories,Headwear,Caps,Navy Blue,Fall,2012.0,Casual,Quiksilver Men Navy Blue Flex Pintails Cap
9946,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Sports,ADIDAS Men Frnt Str Black Sweaters
20218,Men,Apparel,Topwear,Sweaters,Charcoal,Fall,2011.0,Casual,Wrangler Men Rib Charcoal Sweater
14993,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,ADIDAS Men Stripes Grey Sweaters
23068,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Arrow Men Blue Check Sweater
18627,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Puma Men Striped Full Zip Red Sweaters
20303,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Sweater
11151,Men,Accessories,Ties,Ties,Grey,Fall,2011.0,Formal,Indigo Nation Men Check Grey Ties
58905,Men,Accessories,Ties,Ties,Maroon,Summer,2012.0,Casual,Hakashi Men Maroon Silk Tie
58906,Men,Accessories,Ties,Ties,Black,Summer,2012.0,Casual,Hakashi Men Black Silk Tie
49701,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Casual,Park Avenue Men Red Tie
50281,Men,Accessories,Ties,Ties,Maroon,Summer,2012.0,Formal,Parx Men Maroon and Black Tie
15960,Men,Accessories,Ties,Ties,Navy Blue,Fall,2011.0,Formal,Turtle Men Solid Navy Blue Ties
59130,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black Jacket
7686,Men,Apparel,Topwear,Jackets,Red,Fall,2011.0,Sports,Puma Men Alonso Track Red Ferrari Jacket
6478,Men,Apparel,Topwear,Jackets,Grey,Summer,2011.0,Casual,ADIDAS Men Top Grey Jacket
36208,Boys,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Gini Jony Boys Black Jacket
17629,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,ADIDAS Men Solid Blue Jacket
8478,Women,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Forever New Women Vintage Blue Jackets
50519,Men,Apparel,Innerwear,Innerwear Vests,Charcoal,Summer,2016.0,Casual,Chromozome Men Charcoal Melange Innerwear Vest
25371,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016.0,Casual,Levis Men Maroon Innerwear Vest
37533,Boys,Apparel,Innerwear,Innerwear Vests,Yellow,Summer,2012.0,Casual,Madagascar3 Boys Yellow Innerwear Vest
15825,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Facit Men Sportz Red Innerwear Vest
15750,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,2016.0,Casual,Facit Men Fitness Ves Navy Blue Innerwear Vests
37587,Girls,Apparel,Innerwear,Innerwear Vests,Green,Summer,2012.0,Casual,Madagascar3 Girls Green Innerwear Vest
24168,Women,Apparel,Topwear,Kurtis,Orange,Fall,2011.0,Ethnic,Aurelia Women Orange Striped Kurti
30961,Women,Apparel,Topwear,Kurtis,Black,Summer,2012.0,Ethnic,Fabindia Women Black Chanderi Tunic
53818,Women,Apparel,Topwear,Kurtis,Pink,Fall,2012.0,Ethnic,Ayaany Women Pink Kurti
12108,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011.0,Ethnic,W Women Printed Pink Kurtis
56810,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Aneri Women Red Kurti
12788,Women,Apparel,Topwear,Kurtis,Pink,Fall,2011.0,Ethnic,Mother Earth Women Renu Pink Kurtis
33204,Women,Apparel,Topwear,Tunics,Grey,Summer,2012.0,Casual,Sepia Women Grey Tunic
43665,Women,Apparel,Topwear,Tunics,Purple,Summer,2012.0,Casual,ONLY Women Purple Tunic
9803,Women,Apparel,Topwear,Tunics,Navy Blue,Fall,2011.0,Casual,Scullers For Her Women Scullers Top Navy Blue Tops
21882,Women,Apparel,Topwear,Tunics,Blue,Fall,2011.0,Ethnic,BIBA OUTLET Women Printed Navy Blue Kaftan Top
23442,Women,Apparel,Topwear,Tunics,Orange,Fall,2011.0,Casual,Satya Paul Women Orange Printed Tunic
37940,Women,Apparel,Topwear,Tunics,Orange,Summer,2012.0,Casual,Mineral Women Orange Tunic
52438,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Pink & White Nightdress
52371,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,2015.0,Casual,Red Rose Women Blue Nightdress
59716,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,2012.0,Casual,Avirate Black Babydoll Nightdress
52429,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Winter,2015.0,Casual,Red Rose Women White Nightdress
45082,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2016.0,Casual,Bwitch Pink Nightdress
52424,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Winter,2015.0,Casual,Red Rose Women Cream Nightdress
42350,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Flying Machine Women Black Leggings
44686,Women,Apparel,Bottomwear,Leggings,Magenta,Summer,2012.0,Casual,Wills Lifestyle Women Magenta Leggings
50026,Women,Apparel,Bottomwear,Leggings,Maroon,Winter,2015.0,Casual,Hanes Women Maroon ComfortSoft Waistband Cotton Stretch Full Leggings
33959,Women,Apparel,Bottomwear,Leggings,Grey,Summer,2012.0,Casual,Femella Women Grey Leggings
25889,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012.0,Casual,Femella Women Cream Leggings
39124,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2012.0,Casual,Aneri Women Beige Leggings
31723,Women,Accessories,Jewellery,Pendant,Gold,Winter,2016.0,Ethnic,Fabindia Women Ananya Gold Pendant
48855,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain
48833,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant
48853,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain
59501,Women,Accessories,Jewellery,Pendant,Gold,Summer,2013.0,Casual,Lucera Gold Plated Pendant With Chain
48774,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
43589,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Fixed Weast Pink Capris
57099,Women,Apparel,Bottomwear,Capris,Purple,Summer,2012.0,Casual,Elle Women Purple Capris
27014,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Capris
43077,Women,Apparel,Bottomwear,Capris,Grey,Summer,2012.0,Sports,Nike Womens Grey Capris
57205,Women,Apparel,Bottomwear,Capris,White,Fall,2012.0,Casual,Kraus Jeans Women White Capris
57096,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Elle Women Blue Chambray Capris
54865,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012.0,Casual,Ivory Tag  Red & Gold Toned Eye Catcher Necklace
52309,Women,Accessories,Jewellery,Necklace and Chains,Multi,Winter,2016.0,Casual,ToniQ Women Multi Coloured Necklace
46129,Women,Accessories,Jewellery,Necklace and Chains,Brown,Winter,2015.0,Casual,Adrika Women Brown Necklace
53092,Women,Accessories,Jewellery,Necklace and Chains,Rust,Winter,2016.0,Casual,Fabindia Orange Necklace
54171,Women,Accessories,Jewellery,Necklace and Chains,Yellow,Fall,2012.0,Casual,Femella Wooden Balls Necklace
46154,Women,Accessories,Jewellery,Necklace and Chains,Green,Winter,2015.0,Casual,Adrika Women Orange & Green Necklace
55489,Women,Personal Care,Lips,Lip Gloss,Copper,Spring,2017.0,Casual,Revlon ColorBurst Sienna Sparkle Lip Gloss 28
55295,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Lakme Absolute Berryshine Plump & Shine Lip Gloss
55002,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,,Lakme Absolute Liplast Day Passion Lip Gloss
56105,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Colorbar Star Metal Sedustress Lip Gloss 006
56094,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Colorbar Star Wine Me Lip Gloss 013
55499,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Revlon Pink Ice Glace Rose Colorburst Lip Gloss 004
56236,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black Pyjama Set
43462,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Night suits
36255,Men,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Red Pyjama Set
56263,Men,Apparel,Loungewear and Nightwear,Night suits,Mustard,Summer,2016.0,Casual,SDL by Sweet Dreams Men Mustard Pyjama Set
36287,Women,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits
56261,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set
27948,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016.0,Casual,Jockey CSM Men Comfort Stretch Charcoal Trunks CS04
25362,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Levis Men Black & Grey Trunks
27960,Men,Apparel,Innerwear,Trunk,Black,Summer,2018.0,Casual,Jockey SPORT PERFORMANCE Men Black Trunks SP08
50676,Men,Apparel,Innerwear,Trunk,Grey Melange,Summer,2016.0,Casual,Chromozome Men Grey Melange Trunks
50673,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Chromozome Men Black Trunks
32106,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016.0,Casual,Playboy Men Crocker Grey Trunks
6860,Women,Apparel,Bottomwear,Skirts,Black,Summer,2011.0,Casual,Forever New Women's Short Black Skirt
12839,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,Ant Kids Pleated Black Skirts
30925,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Ethnic,Fabindia Women Printed Black Ghera Skirt
27199,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Casual,Doodle Kids Girl Printed Grey Skirt
40433,Women,Apparel,Bottomwear,Skirts,Multi,Summer,2012.0,Casual,Tonga Women Multi Colored Skirt
41003,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Skirt
23483,Men,Accessories,Scarves,Scarves,Blue,Summer,2012.0,Casual,Arrow Men Blue Check Scarf
47667,Women,Accessories,Scarves,Scarves,Green,Summer,2012.0,Casual,Femella Women Green & Red Printed Scarf
23487,Men,Accessories,Scarves,Scarves,Grey,Summer,2012.0,Casual,Arrow Men Grey Scarf
14629,Women,Accessories,Scarves,Scarves,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Solid Pink Scarves
59905,Women,Accessories,Scarves,Scarves,Pink,Fall,2012.0,Casual,Femella Women Pink Printed Scarf
23464,Men,Accessories,Scarves,Scarves,Black,Winter,2015.0,Casual,Lino Perros Men Black Check Scarf
48934,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Women Silver Ring
59561,Men,Accessories,Jewellery,Ring,Steel,Summer,2013.0,Casual,Revv Men Steel Ring
49033,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring
48935,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Women Silver Ring
48944,Men,Accessories,Jewellery,Ring,Steel,Summer,2013.0,Casual,Revv Men Steel Ring
48990,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring
34916,Women,Apparel,Topwear,Dupatta,Black,Summer,2012.0,Ethnic,Fabindia Black Dupatta
34268,Women,Apparel,Topwear,Dupatta,Purple,Summer,2012.0,Ethnic,Fabindia Women Printed Purple Dupatta
50842,Women,Apparel,Topwear,Dupatta,Lavender,Summer,2012.0,Ethnic,Fabindia Women Lavender Dupatta
41330,Women,Apparel,Topwear,Dupatta,Magenta,Fall,2012.0,Ethnic,Aurelia Women Magenta Dupatta
34924,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Green Dupatta
34937,Women,Apparel,Topwear,Dupatta,Yellow,Summer,2012.0,Ethnic,Fabindia Yellow Dupatta
59567,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Revv Men Black and Steel Cufflinks
39034,Men,Accessories,Cufflinks,Cufflinks,Blue,Summer,2012.0,Formal,Belmonte Men Blue Bright Assorted Cufflinks
58854,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Hakashi Men Steel Cufflinks
58858,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2017.0,Casual,Hakashi Men Black Cufflinks
14162,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011.0,Formal,Belmonte Men Bright Assorted Steel Cufflinks
14147,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011.0,Formal,Belmonte Men Bright Assorted Steel Cufflinks
55399,Women,Personal Care,Makeup,Kajal and Eyeliner,Green,Spring,2017.0,Casual,Revlon Grow Luscious Emerald Lash Liner
56160,Women,Personal Care,Makeup,Kajal and Eyeliner,Green,Spring,2017.0,Casual,Colorbar I-Glide Jaded Eye Pencil 03
55253,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Lakme Glide On Aqua Marine Eye Color
56600,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017.0,Casual,Streetwear Stay On Liquid Eye Liner
55558,Women,Personal Care,Makeup,Kajal and Eyeliner,Bronze,Spring,2017.0,Casual,Revlon Baked Bronze Liquid Eye Liner 02
56170,Women,Personal Care,Makeup,Kajal and Eyeliner,Mauve,Spring,2017.0,Casual,Colorbar Color Intense Mauve Mermaid Liquid Eyeliner 009
25060,Men,Accessories,Accessories,Accessory Gift Set,Purple,Winter,2015.0,Formal,Lino Perros Men Formal Purple Accessory Gift Set
25048,Men,Accessories,Accessories,Accessory Gift Set,Purple,Winter,2015.0,Formal,Lino Perros Men Formal Purple Accessory Gift Set
31191,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set
25065,Men,Accessories,Accessories,Accessory Gift Set,Brown,Winter,2015.0,Formal,Lino Perros Men Formal Brown Accessory Gift Set
17371,Men,Accessories,Accessories,Accessory Gift Set,Red,Fall,2011.0,Formal,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack
25045,Men,Accessories,Accessories,Accessory Gift Set,Blue,Winter,2015.0,Formal,Lino Perros Men Formal Blue Red Accessory Gift Set
24796,Women,Apparel,Apparel Set,Kurta Sets,Red,Summer,2011.0,Ethnic,Vishudh Women Red & Yellow Churidar Kurta with Dupatta
28989,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012.0,Ethnic,Biba Outlet Women Blue & Green Printed Churidar Kurta with Dupatta
21911,Women,Apparel,Apparel Set,Kurta Sets,Pink,Fall,2011.0,Ethnic,Biba Women Pink & Brown Printed Churidar Kurta with Dupatta
28985,Women,Apparel,Apparel Set,Kurta Sets,White,Summer,2012.0,Ethnic,Biba Outlet Women White & Green Printed Churidar Kurta with Dupatta
39140,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,2012.0,Ethnic,Aneri Women Black & Maroon Salwar Suit
28980,Women,Apparel,Apparel Set,Kurta Sets,Yellow,Summer,2012.0,Ethnic,Biba Women Yellow & Green Printed Churidar Kurta with Dupatta
29985,Women,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Aspen Women Black Dial Watch
10595,Women,Free Items,Free Gifts,Free Gifts,Grey,Winter,2016.0,Casual,Esprit Women Cascade Grey Dial Watch
45928,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch
36346,Men,Free Items,Free Gifts,Free Gifts,Maroon,Summer,2012.0,Casual,Reid & Taylor Men Maroon Checked Tie
53598,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Sports,Q&Q Men Black Digital Watch
57457,Women,Free Items,Free Gifts,Free Gifts,Mustard,Summer,2015.0,Casual,Pitaraa Women Mustard Clutch
34308,Women,Accessories,Stoles,Stoles,Black,Summer,2012.0,Ethnic,Fabindia Women Black Silk & Wool Stole
31887,Women,Accessories,Stoles,Stoles,Blue,Summer,2012.0,Ethnic,Fabindia Women Chanderi Blue Stole
35003,Women,Accessories,Stoles,Stoles,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Rust Stole
31879,Women,Accessories,Stoles,Stoles,Grey,Summer,2012.0,Ethnic,Fabindia Women Grey Jacquard Silk Stole
35001,Women,Accessories,Stoles,Stoles,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Black Stole
34309,Women,Accessories,Stoles,Stoles,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Silk & Wool Stole
8248,Men,Accessories,Bags,Duffel Bag,Black,Fall,2011.0,Casual,Fastrack Men Black Gym Bag
5254,Unisex,Accessories,Bags,Duffel Bag,Red,Winter,2015.0,Casual,Wildcraft Unisex Red Duffle Bag
36042,Unisex,Accessories,Bags,Duffel Bag,Blue,Summer,2012.0,Casual,OTLS Unisex Blue Duffle Bag
36073,Unisex,Accessories,Bags,Duffel Bag,Khaki,Winter,2012.0,Casual,OTLS Unisex Khaki Gym Bag
21250,Unisex,Accessories,Bags,Duffel Bag,Navy Blue,Summer,2011.0,Casual,Skybags Unisex Navy Duffle Bag
36666,Unisex,Accessories,Bags,Duffel Bag,Brown,Summer,2012.0,Casual,Paridhan Unisex Brown Duffle Bag
48753,Women,Accessories,Jewellery,Bangle,Silver,Summer,2013.0,Casual,Lucera Women Silver Bangle
43735,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Ethnic,Royal Diadem Set of 2 Golden Bangles
43724,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Casual,Royal Diadem Set of 2 Golden Bangles
48734,Men,Accessories,Jewellery,Bangle,Steel,Summer,2012.0,Casual,Revv Men Steel Bangle
52316,Women,Accessories,Jewellery,Bangle,Purple,Winter,2016.0,Casual,ToniQ Women Set of 3 Bangles
46203,Women,Accessories,Jewellery,Bangle,Black,Winter,2015.0,Casual,Adrika Women Black Bangle
30187,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,Nike Men Black Arsenal Allegiance Laptop Bag
39524,Unisex,Accessories,Bags,Laptop Bag,Orange,Summer,2012.0,Casual,Peter England Unisex Orange Sleeve Bag
25861,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2015.0,Casual,American Tourister Unisex Black Laptop Bag
18342,Men,Accessories,Bags,Laptop Bag,Navy Blue,Fall,2011.0,Casual,Fila Mendos Mens Navy Blue Bag
16073,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2011.0,Casual,Belkin Unisex Move Toploader Black Laptop Bag
6535,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2011.0,Casual,Nike Unisex Allegian Black Laptop Bag
55232,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lakme Perfect Radiance Intense Whitening Beige Honey Foundation 05
49099,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Deborah 24 Ore Perfect Foundation Apricot 4
49112,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Deborah New Skin Compact Foundation 03
55233,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019.0,Casual,Lakme Nine to Five Flawless Makeup Shell Foundation
55523,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Revlon Photo Ready Makeup Shell 003
56568,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Streetwear Shine Divine Whitening Liquid Fawn Foundation
